SP 974,AERÓDROMO,POX,EL POZO,VERACRUZ,MARTINEZ DE LA TORRE,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",GILBERTO PATIÑO LAGUNES,NO DISPONIBLE,NAD 27,20,9,36.00,96,52,36.00,31/01/2001,60 DÍAS,SIN AUTORIZACIÓN,MAR,2001,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE VERACRUZ, VERACRUZ"
SP 975,AERÓDROMO,CDW,CERRO DE ENMEDIO,COAHUILA,ARTEAGA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",MIGUEL GUAJARDO GARCIA AZPIROZ,"2,040.00",,25,17,45.00,100,46,50.00,11/04/2006,180 DÍAS,11/10/2006,OCT,2006,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL ""PLAN DE GUADALUPE"" DE RAMOS ARIZPE, COAH."
SP 976,AERÓDROMO,PEA,PARRAS EL ALTO,COAHUILA,PARRAS DE LA FUENTE,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",MIGUEL GUAJARDO GARCIA,"1,698.00",,25,22,32.00,101,53,54.00,09/08/2002,60 DÍAS,SIN AUTORIZACIÓN,OCT,2002,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL ""PLAN DE GUADALUPE"" DE RAMOS ARIZPE, COAH."
SP 977,AERÓDROMO,CDT,CIENEGA DEL TORO,NUEVO LEÓN,GALEANA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","PARRAS EL ALTO, S.P.R. DE R.L.","2,150.00",,25,5,50.00,100,19,0.00,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,ENE,1996,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL ""PLAN DE GUADALUPE"" DE RAMOS ARIZPE, COAH."
SP 978,AERÓDROMO,ICS,ISAAC CASTRO SAHADE,QUERETARO,TEQUISQUIAPAN,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",ISAAC CASTRO SAHADE,"1,952.00",WGS 84,20,37,25,99,58,10.10,28/11/2016,15 AÑOS,28/11/2031,NOV,2031,SI,VIGENTE,AEROPUERTO INTERCONTINENTAL DE QUERÉTARO.
SP 979,AERÓDROMO,NUH,NUEVO HORIZONTE,CHIHUAHUA,BOCOYNA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","NUEVO HORIZONTE INTERNACIONAL, S.A DE C.V.","2,316.00",,27,43,20.00,107,38,52.00,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,ENE,1995,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA"
SP 980,AERÓDROMO,SCX,SAN MIGUEL DE CRUCES,DURANGO,SAN DIMAS,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",EJIDO SAN MIGUEL DE CRUCES,"2,600.00",WGS 84,24,24,50.00,105,50,32.00,25/08/2003,180 DÍAS,25/01/2004,ENE,2004,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE DURANGO, DURANGO"
SP 981,AERÓDROMO,BND,BARRA DE NAVIDAD,JALISCO,CIHUATLAN,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",COMUNIDAD AGRARIA DE BARRA DE NAVIDAD,20.00,WGS 84,19,13,7.00,104,39,46.00,29/04/2003,180 DÍAS,29/10/2003,OCT,2003,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE MANZANILLO, COLIMA"
SP 982,AERÓDROMO,CAO,"CANOAS
(Proyecto)",CHIHUAHUA,NUEVO CASAS GRANDES,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",JOSE LUIS GARCIA DIAZ,PENDIENTE,WGS 84,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PENDIENTE,PROYECTO,,PROYECTO,JUN,2009,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CIUDAD JUAREZ, CHIHUAHUA"
SP 983,AERÓDROMO,POL,POTRERILLO,DURANGO,TAMAZULA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",J. ARMANDO RIOS RAMIREZ,850.00,,25,8,15.00,107,4,10.00,22/07/2003,60 DÍAS,SIN AUTORIZACIÓN,SEP,2003,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE DURANGO, DURANGO"
SP 984,AERÓDROMO,EBA,EL BAJIO,SINALOA,SINALOA DE LEYVA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",MANUEL GUADALUPE FELIX SANDOVAL,126.00,WGS 84,25,60,30.00,108,24,15.00,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,JUL,2009,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LOS MOCHIS, SINALOA"
HP 985,BARCO-HELIPUERTO,HAX,ATUN X,BAJA CALIFORNIA,ENSENADA,DIURNO,"HELIPUERTO MIXTO, SERVICIO PARTICULAR","SOCIEDAD COOPERATIVA DE PRODUCCION PESQUERA ATUN MEXICANOS, S.C.L.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,21/02/2002,90 DÍAS,SIN AUTORIZACIÓN,MAY,2002,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE ENSENADA, BAJA CALIFORNIA"
SP 986,AERÓDROMO,PTV,PATRIA VIEJA,OAXACA,SAN JOSE INDEPENDENCIA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",JOSE ABELLA GARCIA,75.45,,18,14,46.00,96,34,56.00,12/12/2006,5 AÑOS,12/12/2011,DIC,2011,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE OAXACA, OAXACA"
SP 987,AERÓDROMO,APU,LOS SAPOS,SONORA,CABORCA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","FUMIGACIONES AEREAS BUENTELLO, S.C.",213.00,WGS 84,30,47,27.00,112,25,48.00,02/05/2017,180 DÍAS,02/11/2017,NOV,2017,SI,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE NOGALES, SONORA"
SP 988,AERÓDROMO,STH,SANTA MARIA,SINALOA,GUASAVE,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",ALBA ORALIA OJEDA CAMACHO,10.00,,25,30,54.36,108,19,5.28,14/05/1997,60 DÍAS,SIN AUTORIZACIÓN,JUL,1997,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LOS MOCHIS, SINALOA"
SP 989,AERÓDROMO,SIT,LOMA BONITA DE PUERTA AZUL,NAYARIT,SANTIAGO IXCUINTLA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",H. AYUNTAMIENTO CONSTITUCIONAL DE SANTIAGO IXCUINTLA,41.00,WGS 84,21,50,28.00,105,10,35.00,10/09/2008,180 DÍAS,10/03/2009,ENE,2010,NO,EN TRAMITE,"AEROPUERTO DE TEPIC, NAYARIT"
HP 990,HELIPUERTO,HEV,FICONSA,CIUDAD DE MÉXICO,MIGUEL HIDALGO,DIURNO,"ELEVADO, SERVICIO PARTICULAR","INMOBILIARIA EJENA, S.A. DE C.V.","2,311.00",,19,26,17.00,99,12,17.00,08/01/2007,180 DÍAS,08/07/2007,JUL,2007,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, DISTRITO FEDERAL"
SP 991,AERÓDROMO,JSG,JOSE GALINDO RUIZ,SINALOA,CULIACAN,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",JOSE SALVADOR GALINDO RUIZ,8.00,WGS 84,24,26,18.45,107,21,22.92,17/03/2016,15 AÑOS,17/03/2031,MAR,2031,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA"
SP 992,AERÓDROMO,LQN,LA CAMPANA DE SAN QUINTIN,BAJA CALIFORNIA,ENSENADA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","AGRICOLA LA CAMPANA, S.A. DE C.V.",25.00,,30,34,16.00,115,57,4.00,15/08/2000,5 AÑOS,15/08/2005,AGO,2005,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE TIJUANA, BAJA CALIFORNIA"
SP 993,AERÓDROMO,MHL,MAHAHUAL,QUINTANA ROO,OTHON POMPEYO BLANCO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","VIP SERVICIOS AEREOS EJECUTIVOS, S.A. DE C.V.",3.00,WGS 84,18,45,33.17,87,41,58.88,13/09/2016,180 DÍAS,13/03/2017,MAR,2017,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE CHETUMAL, QUINTANA ROO"
SP 994,AERÓDROMO,TEP,TEPACHOIPA,SINALOA,GUASAVE,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","AGRICOLA TEPACHOIPA, S.A. DE C.V.",24.00,NAD 27,25,33,58.00,108,22,28.00,01/12/2005,5 AÑOS,01/12/2010,DIC,2010,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LOS MOCHIS, SINALOA"
SP 995,AERÓDROMO,HIL,HUACHICHIL,COAHUILA,ARTEAGA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","MAKIKE, S.A. DE C.V.",NO DISPONIBLE,,25,11,30.00,100,47,30.00,07/10/2002,90 DÍAS,07/01/2003,ENE,2003,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL ""PLAN DE GUADALUPE"" DE RAMOS ARIZPE, COAH."
SP 996,AERÓDROMO,EEC,EL ENCINO,SINALOA,CHOIX,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",C. MARTIN SOCORRO CHAVARRIA ROMERO,577.00,WGS 84,26,35,51.00,108,5,10.00,28/07/2006,5 AÑOS,28/07/2011,JUL,2011,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LOS MOCHIS, SINALOA"
SP 997,AERÓDROMO,LQA,LIQUIDAMBAR,CHIAPAS,ANGEL ALBINO CORZO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",GERTRUDIS BRINKMANN FELBINGER,"1,127.00",WGS 84,15,44,16.00,92,45,4.00,18/10/2002,180 DÍAS,18/04/2003,ABR,2003,NO,INOPERATIVO,"AEROPUERTO DE TUXTLA GUTIERREZ, CHIAPAS"
HP 998,HELIPUERTO,HSF,SAN FRANCISCO,CIUDAD DE MÉXICO,ALVARO OBREGON,DIURNO,"ELEVADO, SERVICIO PARTICULAR","SERVICIOS AEREOS NOTICIOSOS, S.A. DE C.V.","2,626.00",NAD 27,19,19,59.65,99,15,51.04,04/10/2007,180 DÍAS,04/04/2008,ABR,2008,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, DISTRITO FEDERAL"
SP 999,AERÓDROMO,LMV,LAS MACAYAS,VERACRUZ,TRES VALLES,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",ANTONIO MAGAÑA LOPEZ,43.00,WGS 84,18,17,37.36,96,11,40.78,02/02/2004,5 AÑOS,02/02/2009,DIC,2010,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE VERACRUZ, VERACRUZ"
SP 1000,AERÓDROMO,END,LAS ENCANTADAS,BAJA CALIFORNIA,ENSENADA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",FELICIANA FERNANDEZ MURILLO,12.00,WGS 84,29,54,35.30,114,28,4.60,11/12/2007,45 DÍAS,SIN AUTORIZACIÓN,ENE,2008,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE TIJUANA, BAJA CALIFORNIA"
SP 1001,AERÓDROMO,CEE,LOS CERRITOS,JALISCO,ZAPOTLAN DEL REY,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",ANGEL FRANCISCO VILLASEÑOR VARGAS,"1,550.00",WGS 84,20,25,8.00,102,55,24.00,13/10/2015,15 AÑOS,13/10/2030,OCT,2030,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE GUADALAJARA, JALISCO"
SP 1002,AERÓDROMO,EGM,EL GUAMUCHIL,DURANGO,SANTIAGO PAPASQUIARO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",BIENES COMUNALES DE RINCON DE HUAJUPA,235.00,WGS 84,24,50,0.00,106,32,42.00,18/12/2007,90 DÍAS,18/03/2008,MAR,2008,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE DURANGO, DURANGO"
SP 1003,AERÓDROMO,YAJ,FRANCISCO SARABIA YAJALON,CHIAPAS,YAJALON,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",H. AYUNTAMIENTO CONSTITUCIONAL YAJALON,850.00,,17,10,57.00,92,20,24.00,11/06/1999,30 DÍAS,SIN AUTORIZACIÓN,JUL,1999,NO,EN TRÁMITE,"AEROPUERTO DE TUXTLA GUTIERREZ, CHIAPAS"
SP 1004,AERÓDROMO,LIL,LAS ILUSIONES,SINALOA,NAVOLATO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",JESUS JAVIER LAZCANO TORRES,19.00,WGS 84,24,43,49.00,107,32,41.00,10/02/2012,180 DÍAS,10/08/2012,AGO,2012,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA"
SP 1005,AERÓDROMO,HUC,HUEXCA,MORELOS,YECAPIXTLA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",ANTONIO MONTAÑO OSNAYA,"1,400.00",WGS 84,18,48,9.50,98,52,53.70,02/02/2004,5 AÑOS,02/02/2009,FEB,2009,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CUERNAVACA, MORELOS"
SP 1006,AERÓDROMO,RLH,LA HERRADURA,COAHUILA,CIUDAD ACUÑA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",VIOLETA AZUCENA MARTINEZ DE IRUGAS,457.00,,29,43,24.00,101,43,31.00,23/06/2005,5 AÑOS,23/06/2010,JUN,2010,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE CIUDAD ACUÑA, COAHUILA"
SP 1007,AERÓDROMO,TAF,TRES AMIGOS DE GUERRERO,COAHUILA,GUERRERO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","DESARROLLOS INMOBILIARIOS GARZA VALDEZ, S.A. DE C.V.",290.00,WGS 84,28,1,23.60,100,26,2.10,17/11/2016,15 AÑOS,17/11/2031,NOV,2031,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE PIEDRAS NEGRAS, COAHUILA"
SP 1008,AERÓDROMO,CBD,CERRO BOLA,COAHUILA,MUZQUIZ,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",ELISA MARTINEZ MARTINEZ,945.00,,28,36,47.40,102,5,17.40,01/07/2004,5 AÑOS,01/07/2009,JUN,2009,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CIUDAD ACUÑA, COAHUILA"
SP 1009,AERÓDROMO,SFF,SAN FRANCISCO,COAHUILA,ZARAGOZA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",HECTOR ARMANDO MARTINEZ MARTINEZ,547.00,,28,33,40.00,101,14,41.00,01/07/2004,5 AÑOS,01/07/2009,JUL,2009,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE CIUDAD ACUÑA, COAHUILA"
HP 1010,HELIPUERTO,HCB,CENTRO CORPORATIVO BOSQUES,CIUDAD DE MÉXICO,CUAJIMALPA,DIURNO,"ELEVADO, SERVICIO PARTICULAR","SERVICIOS A CONDOMINOS, S.A. DE C.V.","2,635.00",WGS 84,19,23,15.60,99,15,3.63,03/05/2013,5 AÑOS,03/05/2018,MAY,2018,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, DISTRITO FEDERAL"
SP 1011,AERÓDROMO,RTZ,RANCHO EL 13,NUEVO LEÓN,LAMPAZOS DE NARANJO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",JOSE ARTURO MARTINEZ PORTE,330.00,WGS 84,27,19,39.90,100,38,36.10,18/06/2006,5 AÑOS,18/06/2011,JUN,2011,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DEL NORTE, NUEVO LEON"
SP 1012,AERÓDROMO,RJO,RANCHO JOALI,CHIAPAS,TECPATAN,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","LA CONCEPCIÓN DEL SOCONUSCO, S.C. DE R.L. DE C.V.",15.00,NAD 27,17,16,6.56,93,32,13.44,18/01/2017,180 DÍAS,18/07/2017,JUN,2017,NO,EN TRÁMITE,"AEROPUERTO DE TUXTLA GUTIERREZ, CHIAPAS"
SP 1013,AERÓDROMO,PTL antes PTJ,EL PETACAL,JALISCO,TOLIMAN,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","NUTRILITE, S. DE R.L. DE C.V.","1,157.00",WGS 84,19,37,30.00,103,50,42.00,16/01/2012,5 AÑOS,16/01/2017,ENE,2017,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE GUADALAJARA, JALISCO"
SP 1014,AERÓDROMO,NOR,NOROGACHI,CHIHUAHUA,GUACHOCHI,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",DIOCESIS DE LA TARAHUMARA,"2,195.00",,27,16,37.00,107,9,4.00,18/05/2000,5 AÑOS,18/05/2005,MAY,2005,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA"
SP 1015,AERÓDROMO,SOG,SISOGUICHI,CHIHUAHUA,BOCOYNA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",DIOCESIS DE LA TARAHUMARA,"2,240.00",,27,46,31.00,107,29,29.00,18/05/2000,5 AÑOS,18/05/2005,MAY,2005,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA"
SP 1016,AERÓDROMO,SPJ,SAN JOSE PRODUCE,CHIAPAS,REFORMA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","SAN JOSE PRODUCE, S.P.R.L. DE R.L. DE C.V.",45.00,WGS 84,17,57,18.00,93,14,55.00,21/10/2009,5 AÑOS,21/10/2014,OCT,2014,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE VILLAHERMOSA, TABASCO"
SP 1017,AERÓDROMO,IBO,EL ESTRIBO,CAMPECHE,CIUDAD DEL CARMEN,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",ISAAC SOSA ABREU,NO DISPONIBLE,,18,10,30.00,91,38,0.00,20/07/2000,60 DÍAS,SIN AUTORIZACIÓN,SEP,2000,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CIUDAD DEL CARMEN, CAMPECHE"
SP 1018,AERÓDROMO,MBS,MANUEL BENAVIDES,CHIHUAHUA,MANUEL BENAVIDES,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",H. AYUNTAMIENTO CONSTITUCIONAL DE MANUEL BENAVIDES,"1,100.00",,29,7,5.00,103,54,50.00,01/08/2000,60 DÍAS,SIN AUTORIZACIÓN,OCT,2000,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA"
SP 1019,AERÓDROMO,BTN,PISTA AEREA BATAN,SINALOA,CULIACAN,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","DEL CAMPO Y ASOCIADOS, S.A. DE C.V.",33.00,,24,45,59.00,107,30,28.00,05/01/2006,180 DÍAS,05/07/2006,JUL,2006,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA"
SP 1020,AERÓDROMO,TSN,TODOS SANTOS,BAJA CALIFORNIA SUR,LA PAZ,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",EJIDO TODOS SANTOS,120.00,WGS 84,23,29,54.00,110,12,7.00,30/07/2010,180 DÍAS,30/01/2011,ENE,2011,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE LA PAZ, BAJA CALIFORNIA SUR"
SP 1021,AERÓDROMO,JAG,JAGUEYES,CHIHUAHUA,NAMIQUIPA,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","EAGLE AIR DEL VALLE, S.A. DE C.V.","1,969.00",WGS 84,29,14,51.57,107,4,52.75,08/10/2009,180 DÍAS,08/04/2010,ABR,2010,NO,INOPERATIVO,"AEROPUERTO INTERNACIONAL DE CHIHUAHUA, CHIHUAHUA"
SP 1022,AERÓDROMO,HOL,HOLBOX,QUINTANA ROO,LAZARO CARDENAS,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","AERO SAAB, S.A DE C.V.",3.00,WGS 84,21,30,52.00,87,23,4.00,23/10/2014,15 AÑOS,23/10/2029,OCT,2029,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CANCUN, QUINTANA ROO"
HP 1023,BARCO-HELIPUERTO,HCH,CONQUISTA,CHIAPAS,TAPACHULA,DIURNO,"HELIPUERTO MIXTO, SERVICIO PARTICULAR","HERSEA, S.A. DE C.V.",0.00,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,NO APLICA,11/11/2014,15 AÑOS,11/11/2029,NOV,2029,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE TAPACHULA, CHIAPAS"
HP 1024,HELIPUERTO,HNB,CENTRO MEDICO NACIONAL 20 DE NOVIEMBRE,CIUDAD DE MÉXICO,BENITO JUAREZ,DIURNO,"ELEVADO, SERVICIO PARTICULAR",INSTITUTO DE SEGURIDAD Y SERVICIOS SOCIALES DE LOS TRABAJADORES DEL ESTADO (ISSSTE),"2,261.00",WGS 84,19,22,22.80,99,10,16.60,15/04/2016,30 AÑOS,15/04/2046,ABR,2046,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, DISTRITO FEDERAL"
SP 1025,AERÓDROMO,PTI,CAMPO PATRICIA,SINALOA,CULIACAN,DIURNO,"TERRESTRE, SERVICIO PARTICULAR",RENE CARRILLO CARAZA,26.00,WGS 84,24,33,3.00,107,26,25.00,28/06/2013,5 AÑOS,28/06/2018,JUN,2018,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE CULIACAN, SINALOA"
HP 1026,HELIPUERTO,HHD,HOSPITAL DALINDE,CIUDAD DE MÉXICO,CUAUHTÉMOC,DIURNO,"ELEVADO, SERVICIO PARTICULAR","HOSPITALES DE MEXICO, S.A.","2,260.00",,19,24,16.42,99,10,3.43,25/11/2011,180 DÍAS,25/05/2012,MAY,2012,NO,EN TRÁMITE,"AEROPUERTO INTERNACIONAL DE LA CIUDAD DE MEXICO, DISTRITO FEDERAL"
SP 1027,AERÓDROMO,ECG,ENRIQUE CARDENAZ GONZALEZ,TAMAULIPAS,VALLE HERMOSO,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","H. AYUNTAMIENTO DE VALLE HERMOSO, TAMPS.",NO DISPONIBLE,,25,37,10.24,97,49,0.00,SIN AUTORIZACIÓN,,SIN AUTORIZACIÓN,MAY,2011,NO,EN TRÁMITE,"AEROPUERTO DE CIUDAD VICTORIA, TAMAULIPAS"
SP 1028,AERÓDROMO,BAI,BACIS,DURANGO,OTAEZ,DIURNO,"TERRESTRE, SERVICIO PARTICULAR","MINAS DE BACIS, S.A. DE C.V.","1,741.00",WGS 84,24,34,7.27,105,53,24.22,25/03/2014,15 AÑOS,25/03/2029,MAR,2029,SI,VIGENTE,"AEROPUERTO INTERNACIONAL DE DURANGO, DURANGO"
